ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link,full_text,full_text_clean,cluster_id
JIRA-1138,Jira,Low,In Progress,DBA Team,User unable to login,Authentication request failed repeatedly for end users.,Expired authentication token,Renewed authentication certificate.,2025-02-10 22:00:00,2025-02-12 07:00:00,https://jira.example.com/browse/JIRA-1138,Jira - User unable to login Authentication request failed repeatedly for end users.,jira - user unable to login authentication request failed repeatedly for end users.,15
JIRA-1062,Jira,Critical,Open,DevOps,VPN connection failure,Service unreachable due to network routing failure.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-01 08:00:00,2025-01-02 22:00:00,https://jira.example.com/browse/JIRA-1062,Jira - VPN connection failure Service unreachable due to network routing failure.,jira - vpn connection failure service unreachable due to network routing failure.,9
PBI-1071,PowerBI,Critical,Open,Cloud Team,Gateway connection error,Unable to connect to on-prem data gateway.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-02-08 01:00:00,2025-02-10 02:00:00,https://app.powerbi.com/reports/PBI-1071,PowerBI - Gateway connection error Unable to connect to on-prem data gateway.,powerbi - gateway connection error unable to connect to on-prem data gateway.,16
CW-1047,CloudWatch,High,Resolved,Network Ops,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,Unbalanced traffic routing,Scaled instance type.,2025-01-03 04:00:00,2025-01-03 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1047,CloudWatch - CloudWatch alarm triggered for CPU threshold Database storage reaching capacity limits.,cloudwatch - cloudwatch alarm triggered for cpu threshold database storage reaching capacity limits.,4
JIRA-1128,Jira,Medium,Resolved,DevOps,503 service unavailable,Authentication request failed repeatedly for end users.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-07 17:00:00,2025-01-09 22:00:00,https://jira.example.com/browse/JIRA-1128,Jira - 503 service unavailable Authentication request failed repeatedly for end users.,jira - 503 service unavailable authentication request failed repeatedly for end users.,15
CW-1178,CloudWatch,Critical,In Progress,Cloud Team,ELB target health check failures,Elevated latency impacting application performance.,Unoptimized workload placement,Scaled instance type.,2025-02-04 15:00:00,2025-02-06 14:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1178,CloudWatch - ELB target health check failures Elevated latency impacting application performance.,cloudwatch - elb target health check failures elevated latency impacting application performance.,13
PBI-1120,PowerBI,Critical,Closed,DevOps,Row-level security not applied,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-12 03:00:00,2025-01-12 10:00:00,https://app.powerbi.com/reports/PBI-1120,PowerBI - Row-level security not applied Unable to connect to on-prem data gateway.,powerbi - row-level security not applied unable to connect to on-prem data gateway.,16
JIRA-1064,Jira,High,Open,Cloud Team,503 service unavailable,Database query execution time exceeding normal threshold.,SSL handshake failure,Resolved deadlock and restarted DB instance.,2025-01-25 14:00:00,2025-01-28 04:00:00,https://jira.example.com/browse/JIRA-1064,Jira - 503 service unavailable Database query execution time exceeding normal threshold.,jira - 503 service unavailable database query execution time exceeding normal threshold.,0
JIRA-1014,Jira,Medium,Resolved,Helpdesk,Application crash after update,Database query execution time exceeding normal threshold.,Network latency spike,Renewed authentication certificate.,2025-01-03 08:00:00,2025-01-05 05:00:00,https://jira.example.com/browse/JIRA-1014,Jira - Application crash after update Database query execution time exceeding normal threshold.,jira - application crash after update database query execution time exceeding normal threshold.,0
JIRA-1156,Jira,Medium,Resolved,Cloud Team,High CPU usage on server,System detected performance degradation across multiple nodes.,SSL handshake failure,Restarted impacted service and cleared cache.,2025-01-08 06:00:00,2025-01-10 02:00:00,https://jira.example.com/browse/JIRA-1156,Jira - High CPU usage on server System detected performance degradation across multiple nodes.,jira - high cpu usage on server system detected performance degradation across multiple nodes.,19
JIRA-1040,Jira,High,Closed,Security Ops,High CPU usage on server,Service unreachable due to network routing failure.,SSL handshake failure,Optimized memory allocation and redeployed.,2025-01-05 08:00:00,2025-01-07 20:00:00,https://jira.example.com/browse/JIRA-1040,Jira - High CPU usage on server Service unreachable due to network routing failure.,jira - high cpu usage on server service unreachable due to network routing failure.,9
PBI-1092,PowerBI,High,Resolved,DBA Team,Report visuals not rendering,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-18 17:00:00,2025-01-20 12:00:00,https://app.powerbi.com/reports/PBI-1092,PowerBI - Report visuals not rendering Visuals stuck loading indefinitely.,powerbi - report visuals not rendering visuals stuck loading indefinitely.,17
TAB-1179,Tableau,High,In Progress,DevOps,Tableau dashboard not refreshing,Dashboard not showing newly ingested records.,Network throttling issue,Updated credentials and reran extract.,2025-02-10 03:00:00,2025-02-12 17:00:00,https://tableau.example.com/views/TAB-1179,Tableau - Tableau dashboard not refreshing Dashboard not showing newly ingested records.,tableau - tableau dashboard not refreshing dashboard not showing newly ingested records.,1
JIRA-1187,Jira,Medium,Open,DevOps,Database timeout issue,Authentication request failed repeatedly for end users.,Network latency spike,Resolved deadlock and restarted DB instance.,2025-01-26 00:00:00,2025-01-27 23:00:00,https://jira.example.com/browse/JIRA-1187,Jira - Database timeout issue Authentication request failed repeatedly for end users.,jira - database timeout issue authentication request failed repeatedly for end users.,15
TAB-1016,Tableau,Critical,In Progress,Helpdesk,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-29 00:00:00,2025-01-30 11:00:00,https://tableau.example.com/views/TAB-1016,Tableau - Tableau dashboard not refreshing Interactive filters returning empty result set.,tableau - tableau dashboard not refreshing interactive filters returning empty result set.,6
JIRA-1052,Jira,High,In Progress,DBA Team,Email service outage,Users reported service disruptions affecting business workflow.,Memory leak issue,Resolved deadlock and restarted DB instance.,2025-01-16 15:00:00,2025-01-16 18:00:00,https://jira.example.com/browse/JIRA-1052,Jira - Email service outage Users reported service disruptions affecting business workflow.,jira - email service outage users reported service disruptions affecting business workflow.,12
TAB-1137,Tableau,Low,In Progress,Security Ops,Missing data in visualization,Interactive filters returning empty result set.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-01 03:00:00,2025-01-01 23:00:00,https://tableau.example.com/views/TAB-1137,Tableau - Missing data in visualization Interactive filters returning empty result set.,tableau - missing data in visualization interactive filters returning empty result set.,6
TAB-1095,Tableau,High,Closed,DevOps,Permission denied on shared dashboard,Scheduled extract refresh failure detected.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-01-28 06:00:00,2025-01-29 09:00:00,https://tableau.example.com/views/TAB-1095,Tableau - Permission denied on shared dashboard Scheduled extract refresh failure detected.,tableau - permission denied on shared dashboard scheduled extract refresh failure detected.,14
CW-1101,CloudWatch,Medium,Closed,Security Ops,RDS free storage space critically low,Failure trend observed across multiple Lambda executions.,High read/write operations,Increased allocated resources.,2025-01-28 19:00:00,2025-01-30 17:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1101,CloudWatch - RDS free storage space critically low Failure trend observed across multiple Lambda executions.,cloudwatch - rds free storage space critically low failure trend observed across multiple lambda executions.,18
TAB-1051,Tableau,High,In Progress,Helpdesk,Missing data in visualization,Scheduled extract refresh failure detected.,Tableau server CPU overload,Updated credentials and reran extract.,2025-02-08 05:00:00,2025-02-09 15:00:00,https://tableau.example.com/views/TAB-1051,Tableau - Missing data in visualization Scheduled extract refresh failure detected.,tableau - missing data in visualization scheduled extract refresh failure detected.,14
PBI-1061,PowerBI,Medium,Resolved,Helpdesk,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-10 18:00:00,2025-01-13 04:00:00,https://app.powerbi.com/reports/PBI-1061,PowerBI - Gateway connection error Scheduled data refresh encountered failure due to timeout.,powerbi - gateway connection error scheduled data refresh encountered failure due to timeout.,3
PBI-1055,PowerBI,Medium,Closed,Helpdesk,Slow dataset refresh performance,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-24 08:00:00,2025-01-26 01:00:00,https://app.powerbi.com/reports/PBI-1055,PowerBI - Slow dataset refresh performance Users reported mismatched revenue numbers in dashboard.,powerbi - slow dataset refresh performance users reported mismatched revenue numbers in dashboard.,2
CW-1197,CloudWatch,Medium,Closed,DevOps,ELB target health check failures,Auto-recovery event performed by AWS.,Unoptimized workload placement,Scaled instance type.,2025-01-22 02:00:00,2025-01-23 17:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1197,CloudWatch - ELB target health check failures Auto-recovery event performed by AWS.,cloudwatch - elb target health check failures auto-recovery event performed by aws.,13
TAB-1069,Tableau,Critical,Open,Security Ops,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-25 23:00:00,2025-01-26 02:00:00,https://tableau.example.com/views/TAB-1069,Tableau - Tableau dashboard not refreshing Interactive filters returning empty result set.,tableau - tableau dashboard not refreshing interactive filters returning empty result set.,6
TAB-1001,Tableau,Critical,Closed,Security Ops,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-01-15 20:00:00,2025-01-18 02:00:00,https://tableau.example.com/views/TAB-1001,Tableau - Tableau dashboard not refreshing Interactive filters returning empty result set.,tableau - tableau dashboard not refreshing interactive filters returning empty result set.,6
JIRA-1161,Jira,Medium,Open,DevOps,High CPU usage on server,Users reported service disruptions affecting business workflow.,Expired authentication token,Optimized memory allocation and redeployed.,2025-02-03 21:00:00,2025-02-06 17:00:00,https://jira.example.com/browse/JIRA-1161,Jira - High CPU usage on server Users reported service disruptions affecting business workflow.,jira - high cpu usage on server users reported service disruptions affecting business workflow.,12
PBI-1155,PowerBI,Low,Closed,Network Ops,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-05 01:00:00,2025-01-05 04:00:00,https://app.powerbi.com/reports/PBI-1155,PowerBI - Report visuals not rendering Users reported mismatched revenue numbers in dashboard.,powerbi - report visuals not rendering users reported mismatched revenue numbers in dashboard.,2
PBI-1001,PowerBI,Low,Open,Network Ops,Report visuals not rendering,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-25 03:00:00,2025-01-25 22:00:00,https://app.powerbi.com/reports/PBI-1001,PowerBI - Report visuals not rendering Unable to connect to on-prem data gateway.,powerbi - report visuals not rendering unable to connect to on-prem data gateway.,16
CW-1102,CloudWatch,High,Closed,DBA Team,Lambda timeout errors increasing,Auto-recovery event performed by AWS.,High read/write operations,Increased allocated resources.,2025-02-07 01:00:00,2025-02-09 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1102,CloudWatch - Lambda timeout errors increasing Auto-recovery event performed by AWS.,cloudwatch - lambda timeout errors increasing auto-recovery event performed by aws.,10
PBI-1076,PowerBI,Low,Open,Network Ops,Gateway connection error,Visuals stuck loading indefinitely.,Gateway authentication failure,Corrected data transformation steps.,2025-01-17 14:00:00,2025-01-20 12:00:00,https://app.powerbi.com/reports/PBI-1076,PowerBI - Gateway connection error Visuals stuck loading indefinitely.,powerbi - gateway connection error visuals stuck loading indefinitely.,17
JIRA-1105,Jira,High,Closed,Network Ops,User unable to login,Users reported service disruptions affecting business workflow.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-10 12:00:00,2025-01-11 19:00:00,https://jira.example.com/browse/JIRA-1105,Jira - User unable to login Users reported service disruptions affecting business workflow.,jira - user unable to login users reported service disruptions affecting business workflow.,12
PBI-1165,PowerBI,Critical,Closed,Cloud Team,Power BI refresh failed,Visuals stuck loading indefinitely.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-14 11:00:00,2025-01-14 21:00:00,https://app.powerbi.com/reports/PBI-1165,PowerBI - Power BI refresh failed Visuals stuck loading indefinitely.,powerbi - power bi refresh failed visuals stuck loading indefinitely.,17
TAB-1189,Tableau,Low,In Progress,DevOps,Slow performance on Tableau report,Interactive filters returning empty result set.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-02-04 23:00:00,2025-02-06 09:00:00,https://tableau.example.com/views/TAB-1189,Tableau - Slow performance on Tableau report Interactive filters returning empty result set.,tableau - slow performance on tableau report interactive filters returning empty result set.,6
JIRA-1001,Jira,Critical,Resolved,Network Ops,High CPU usage on server,Database query execution time exceeding normal threshold.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-18 11:00:00,2025-01-19 03:00:00,https://jira.example.com/browse/JIRA-1001,Jira - High CPU usage on server Database query execution time exceeding normal threshold.,jira - high cpu usage on server database query execution time exceeding normal threshold.,0
CW-1167,CloudWatch,High,Resolved,Network Ops,RDS free storage space critically low,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Scaled instance type.,2025-01-28 11:00:00,2025-01-28 15:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1167,CloudWatch - RDS free storage space critically low Failure trend observed across multiple Lambda executions.,cloudwatch - rds free storage space critically low failure trend observed across multiple lambda executions.,18
PBI-1161,PowerBI,High,Open,DBA Team,Row-level security not applied,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-02-01 04:00:00,2025-02-03 18:00:00,https://app.powerbi.com/reports/PBI-1161,PowerBI - Row-level security not applied Visuals stuck loading indefinitely.,powerbi - row-level security not applied visuals stuck loading indefinitely.,17
JIRA-1080,Jira,Low,In Progress,Cloud Team,Email service outage,Application not responding after deployment activities.,SSL handshake failure,Renewed authentication certificate.,2025-02-10 16:00:00,2025-02-12 05:00:00,https://jira.example.com/browse/JIRA-1080,Jira - Email service outage Application not responding after deployment activities.,jira - email service outage application not responding after deployment activities.,11
TAB-1005,Tableau,High,Open,DevOps,Missing data in visualization,Users experiencing delay in loading components.,Data source credentials expired,Optimized query and reindexed table.,2025-02-01 08:00:00,2025-02-03 18:00:00,https://tableau.example.com/views/TAB-1005,Tableau - Missing data in visualization Users experiencing delay in loading components.,tableau - missing data in visualization users experiencing delay in loading components.,7
JIRA-1034,Jira,High,Closed,Helpdesk,High CPU usage on server,Authentication request failed repeatedly for end users.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-28 05:00:00,2025-01-30 00:00:00,https://jira.example.com/browse/JIRA-1034,Jira - High CPU usage on server Authentication request failed repeatedly for end users.,jira - high cpu usage on server authentication request failed repeatedly for end users.,15
PBI-1108,PowerBI,Low,Open,Helpdesk,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-28 04:00:00,2025-01-30 17:00:00,https://app.powerbi.com/reports/PBI-1108,PowerBI - Power BI refresh failed Scheduled data refresh encountered failure due to timeout.,powerbi - power bi refresh failed scheduled data refresh encountered failure due to timeout.,3
PBI-1027,PowerBI,Medium,In Progress,DBA Team,Incorrect KPI values displayed,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Corrected data transformation steps.,2025-02-03 13:00:00,2025-02-04 07:00:00,https://app.powerbi.com/reports/PBI-1027,PowerBI - Incorrect KPI values displayed Scheduled data refresh encountered failure due to timeout.,powerbi - incorrect kpi values displayed scheduled data refresh encountered failure due to timeout.,8
PBI-1054,PowerBI,Critical,Open,Network Ops,Gateway connection error,Unable to connect to on-prem data gateway.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-08 16:00:00,2025-01-09 21:00:00,https://app.powerbi.com/reports/PBI-1054,PowerBI - Gateway connection error Unable to connect to on-prem data gateway.,powerbi - gateway connection error unable to connect to on-prem data gateway.,16
TAB-1166,Tableau,Low,Closed,DevOps,Dashboard filter not working,Scheduled extract refresh failure detected.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-02-07 10:00:00,2025-02-08 20:00:00,https://tableau.example.com/views/TAB-1166,Tableau - Dashboard filter not working Scheduled extract refresh failure detected.,tableau - dashboard filter not working scheduled extract refresh failure detected.,14
JIRA-1091,Jira,Low,Resolved,Network Ops,Application crash after update,Service unreachable due to network routing failure.,Network latency spike,Resolved deadlock and restarted DB instance.,2025-02-03 06:00:00,2025-02-03 08:00:00,https://jira.example.com/browse/JIRA-1091,Jira - Application crash after update Service unreachable due to network routing failure.,jira - application crash after update service unreachable due to network routing failure.,9
TAB-1139,Tableau,High,Resolved,Cloud Team,Missing data in visualization,Interactive filters returning empty result set.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-10 01:00:00,2025-01-12 08:00:00,https://tableau.example.com/views/TAB-1139,Tableau - Missing data in visualization Interactive filters returning empty result set.,tableau - missing data in visualization interactive filters returning empty result set.,6
PBI-1164,PowerBI,Low,Closed,Helpdesk,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-30 02:00:00,2025-02-01 13:00:00,https://app.powerbi.com/reports/PBI-1164,PowerBI - Report visuals not rendering Users reported mismatched revenue numbers in dashboard.,powerbi - report visuals not rendering users reported mismatched revenue numbers in dashboard.,2
TAB-1145,Tableau,Critical,Open,Network Ops,Tableau dashboard not refreshing,Users experiencing delay in loading components.,Incorrect join logic in data model,Optimized query and reindexed table.,2025-02-07 12:00:00,2025-02-09 08:00:00,https://tableau.example.com/views/TAB-1145,Tableau - Tableau dashboard not refreshing Users experiencing delay in loading components.,tableau - tableau dashboard not refreshing users experiencing delay in loading components.,7
TAB-1041,Tableau,Low,Open,Helpdesk,Permission denied on shared dashboard,Scheduled extract refresh failure detected.,Network throttling issue,Optimized query and reindexed table.,2025-01-27 13:00:00,2025-01-29 02:00:00,https://tableau.example.com/views/TAB-1041,Tableau - Permission denied on shared dashboard Scheduled extract refresh failure detected.,tableau - permission denied on shared dashboard scheduled extract refresh failure detected.,14
JIRA-1013,Jira,Medium,Resolved,Cloud Team,User unable to login,Service unreachable due to network routing failure.,SSL handshake failure,Renewed authentication certificate.,2025-01-06 18:00:00,2025-01-08 20:00:00,https://jira.example.com/browse/JIRA-1013,Jira - User unable to login Service unreachable due to network routing failure.,jira - user unable to login service unreachable due to network routing failure.,9
TAB-1115,Tableau,Critical,Open,Cloud Team,Missing data in visualization,Scheduled extract refresh failure detected.,Data source credentials expired,Optimized query and reindexed table.,2025-01-18 20:00:00,2025-01-21 20:00:00,https://tableau.example.com/views/TAB-1115,Tableau - Missing data in visualization Scheduled extract refresh failure detected.,tableau - missing data in visualization scheduled extract refresh failure detected.,14
CW-1000,CloudWatch,Critical,Closed,Helpdesk,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,Infinite loop execution,Scaled instance type.,2025-01-13 13:00:00,2025-01-13 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1000,CloudWatch - CloudWatch alarm triggered for CPU threshold Database storage reaching capacity limits.,cloudwatch - cloudwatch alarm triggered for cpu threshold database storage reaching capacity limits.,4
TAB-1187,Tableau,Medium,Closed,Network Ops,Missing data in visualization,Users experiencing delay in loading components.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-04 07:00:00,2025-01-05 06:00:00,https://tableau.example.com/views/TAB-1187,Tableau - Missing data in visualization Users experiencing delay in loading components.,tableau - missing data in visualization users experiencing delay in loading components.,7
TAB-1073,Tableau,Critical,In Progress,Network Ops,Missing data in visualization,Users experiencing delay in loading components.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-22 19:00:00,2025-01-23 09:00:00,https://tableau.example.com/views/TAB-1073,Tableau - Missing data in visualization Users experiencing delay in loading components.,tableau - missing data in visualization users experiencing delay in loading components.,7
JIRA-1166,Jira,High,In Progress,Network Ops,VPN connection failure,Database query execution time exceeding normal threshold.,Database deadlock,Optimized memory allocation and redeployed.,2025-01-27 15:00:00,2025-01-29 20:00:00,https://jira.example.com/browse/JIRA-1166,Jira - VPN connection failure Database query execution time exceeding normal threshold.,jira - vpn connection failure database query execution time exceeding normal threshold.,0
CW-1193,CloudWatch,High,In Progress,Security Ops,EC2 instance restart detected,Auto-recovery event performed by AWS.,High read/write operations,Optimized Lambda execution time.,2025-01-23 02:00:00,2025-01-25 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1193,CloudWatch - EC2 instance restart detected Auto-recovery event performed by AWS.,cloudwatch - ec2 instance restart detected auto-recovery event performed by aws.,10
CW-1046,CloudWatch,Critical,In Progress,DBA Team,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Unbalanced traffic routing,Scaled instance type.,2025-01-18 03:00:00,2025-01-19 18:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1046,CloudWatch - CloudWatch alarm triggered for CPU threshold Elevated latency impacting application performance.,cloudwatch - cloudwatch alarm triggered for cpu threshold elevated latency impacting application performance.,5
PBI-1084,PowerBI,Medium,Resolved,DBA Team,Power BI refresh failed,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-31 00:00:00,2025-02-01 06:00:00,https://app.powerbi.com/reports/PBI-1084,PowerBI - Power BI refresh failed Users reported mismatched revenue numbers in dashboard.,powerbi - power bi refresh failed users reported mismatched revenue numbers in dashboard.,2
CW-1182,CloudWatch,Medium,Closed,DevOps,RDS free storage space critically low,Auto-recovery event performed by AWS.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-04 18:00:00,2025-01-07 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1182,CloudWatch - RDS free storage space critically low Auto-recovery event performed by AWS.,cloudwatch - rds free storage space critically low auto-recovery event performed by aws.,10
PBI-1104,PowerBI,Low,Resolved,Cloud Team,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-18 19:00:00,2025-01-19 08:00:00,https://app.powerbi.com/reports/PBI-1104,PowerBI - Report visuals not rendering Users reported mismatched revenue numbers in dashboard.,powerbi - report visuals not rendering users reported mismatched revenue numbers in dashboard.,2
TAB-1043,Tableau,High,Resolved,Security Ops,Tableau dashboard not refreshing,Dashboard not showing newly ingested records.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-02-04 14:00:00,2025-02-06 02:00:00,https://tableau.example.com/views/TAB-1043,Tableau - Tableau dashboard not refreshing Dashboard not showing newly ingested records.,tableau - tableau dashboard not refreshing dashboard not showing newly ingested records.,1
PBI-1166,PowerBI,Critical,In Progress,Helpdesk,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Corrected data transformation steps.,2025-01-28 19:00:00,2025-01-30 05:00:00,https://app.powerbi.com/reports/PBI-1166,PowerBI - Report visuals not rendering Users reported mismatched revenue numbers in dashboard.,powerbi - report visuals not rendering users reported mismatched revenue numbers in dashboard.,2
PBI-1162,PowerBI,High,Open,Helpdesk,Row-level security not applied,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-14 06:00:00,2025-01-15 11:00:00,https://app.powerbi.com/reports/PBI-1162,PowerBI - Row-level security not applied Unable to connect to on-prem data gateway.,powerbi - row-level security not applied unable to connect to on-prem data gateway.,16
CW-1086,CloudWatch,High,In Progress,Security Ops,RDS free storage space critically low,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Scaled instance type.,2025-01-23 08:00:00,2025-01-24 12:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1086,CloudWatch - RDS free storage space critically low Auto-recovery event performed by AWS.,cloudwatch - rds free storage space critically low auto-recovery event performed by aws.,10
JIRA-1189,Jira,Low,In Progress,Helpdesk,User unable to login,Service unreachable due to network routing failure.,Memory leak issue,Restarted impacted service and cleared cache.,2025-02-09 11:00:00,2025-02-11 23:00:00,https://jira.example.com/browse/JIRA-1189,Jira - User unable to login Service unreachable due to network routing failure.,jira - user unable to login service unreachable due to network routing failure.,9
CW-1099,CloudWatch,Medium,Resolved,DevOps,ELB target health check failures,Database storage reaching capacity limits.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-10 09:00:00,2025-01-12 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1099,CloudWatch - ELB target health check failures Database storage reaching capacity limits.,cloudwatch - elb target health check failures database storage reaching capacity limits.,13
PBI-1075,PowerBI,Critical,Resolved,Network Ops,Row-level security not applied,Visuals stuck loading indefinitely.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-02-08 07:00:00,2025-02-08 18:00:00,https://app.powerbi.com/reports/PBI-1075,PowerBI - Row-level security not applied Visuals stuck loading indefinitely.,powerbi - row-level security not applied visuals stuck loading indefinitely.,17
CW-1081,CloudWatch,Low,In Progress,Cloud Team,EC2 instance restart detected,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-26 23:00:00,2025-01-28 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1081,CloudWatch - EC2 instance restart detected Failure trend observed across multiple Lambda executions.,cloudwatch - ec2 instance restart detected failure trend observed across multiple lambda executions.,18
PBI-1110,PowerBI,Low,In Progress,Cloud Team,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway authentication failure,Corrected data transformation steps.,2025-01-16 00:00:00,2025-01-18 23:00:00,https://app.powerbi.com/reports/PBI-1110,PowerBI - Slow dataset refresh performance Visuals stuck loading indefinitely.,powerbi - slow dataset refresh performance visuals stuck loading indefinitely.,17
JIRA-1058,Jira,Critical,In Progress,Security Ops,Disk space running low,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-26 20:00:00,2025-01-29 05:00:00,https://jira.example.com/browse/JIRA-1058,Jira - Disk space running low Database query execution time exceeding normal threshold.,jira - disk space running low database query execution time exceeding normal threshold.,0
PBI-1074,PowerBI,Critical,Closed,Security Ops,Gateway connection error,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-06 20:00:00,2025-01-09 11:00:00,https://app.powerbi.com/reports/PBI-1074,PowerBI - Gateway connection error Unable to connect to on-prem data gateway.,powerbi - gateway connection error unable to connect to on-prem data gateway.,16
PBI-1160,PowerBI,Critical,Open,Cloud Team,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-13 02:00:00,2025-01-13 18:00:00,https://app.powerbi.com/reports/PBI-1160,PowerBI - Power BI refresh failed Scheduled data refresh encountered failure due to timeout.,powerbi - power bi refresh failed scheduled data refresh encountered failure due to timeout.,3
CW-1147,CloudWatch,High,Resolved,Security Ops,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,High read/write operations,Optimized Lambda execution time.,2025-01-12 02:00:00,2025-01-12 03:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1147,CloudWatch - CloudWatch alarm triggered for CPU threshold Database storage reaching capacity limits.,cloudwatch - cloudwatch alarm triggered for cpu threshold database storage reaching capacity limits.,4
TAB-1052,Tableau,Critical,Open,Helpdesk,Dashboard filter not working,Users experiencing delay in loading components.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-01-14 23:00:00,2025-01-16 15:00:00,https://tableau.example.com/views/TAB-1052,Tableau - Dashboard filter not working Users experiencing delay in loading components.,tableau - dashboard filter not working users experiencing delay in loading components.,7
JIRA-1021,Jira,Low,In Progress,DBA Team,Application crash after update,Service unreachable due to network routing failure.,Expired authentication token,Optimized memory allocation and redeployed.,2025-01-11 02:00:00,2025-01-12 14:00:00,https://jira.example.com/browse/JIRA-1021,Jira - Application crash after update Service unreachable due to network routing failure.,jira - application crash after update service unreachable due to network routing failure.,9
